productId,name,description,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_unitName,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet,group_name,group_description,variant_features_0_key,variant_features_0_value,variant_parentSku,variant_genericDisplayName,variant_index
PCA106BACAOB1,BARNIZ MARINO CAOBA,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,CAOBA,PCA106BANAT01,BARNIZ MARINO GALON,2
PCA106BAMAPL1,BARNIZ MARINO MAPLE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,MAPLE,PCA106BANAT01,BARNIZ MARINO GALON,1
PCA106BANAT01,BARNIZ MARINO NATURAL,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,NATURAL,PCA106BANAT01,BARNIZ MARINO GALON,0
PCA106BANOG01,BARNIZ MARINO NOGAL,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,NOGAL,PCA106BANAT01,BARNIZ MARINO GALON,4
PCA106BAROBL1,BARNIZ MARINO ROBLE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,ROBLE,PCA106BANAT01,BARNIZ MARINO GALON,5
PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL BLANCO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,BLANCO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,0
PCA106GRIS001,ANTICORROSIVO ESTRUCTURAL GRIS,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,GRIS,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,1
PCA106NEGR001,ANTICORROSIVO ESTRUCTURAL NEGRO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,NEGRO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,2
PCA106OCRE001,ANTICORROSIVO ESTRUCTURAL OCRE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,OCRE,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,3
PCA106ROJO001,ANTICORROSIVO ESTRUCTURAL ROJO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,ROJO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,4
PCA106VERDE01,ANTICORROSIVO ESTRUCTURAL VERDE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,VERDE,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,5
PCA914BLAOIN1,ESMALTE AL AGUA OPACO BLANCO,"Esmalte agua Mate de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,BLANCO,PCA914BLAOIN1,ESMALTE AL AGUA OPACO GALON,0
PCAEXTRACUB01,LATEX SUPER CUBRIENTE BLANCO,"Latex Super Cubriente de Aparejo y Terminacion Premium, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Latex,,Color,BLANCO,PCAEXTRACUB01,LATEX SUPER CUBRIENTE GALON,0
PCA921ARCHO01,FIBRO COPPER CHOCOLATE,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,CHOCOLATE,PCA921NEGRO01,FIBRO COPPER GALON,9
PCA921ARROB01,FIBRO COPPER ROBLE,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,ROBLE,PCA921NEGRO01,FIBRO COPPER GALON,8
PCA921AZULCA1,FIBRO COPPER AZUL CANADA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,AZUL CANADA,PCA921NEGRO01,FIBRO COPPER GALON,7
PCA921CANE001,FIBRO COPPER CANELA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,CANELA,PCA921NEGRO01,FIBRO COPPER GALON,6
PCA921CAOBA01,FIBRO COPPER CAOBA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,CAOBA,PCA921NEGRO01,FIBRO COPPER GALON,5
PCA921CASA001,FIBRO COPPER CASA MAQUINA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,CASA MAQUINA,PCA921NEGRO01,FIBRO COPPER GALON,4
PCA921CAST001,FIBRO COPPER CASTAÑO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,CASTAÑO,PCA921NEGRO01,FIBRO COPPER GALON,3
PCA921GRISOS1,FIBRO COPPER GRIS OSCURO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,GRIS OSCURO,PCA921NEGRO01,FIBRO COPPER GALON,2
PCA921NEGRO01,FIBRO COPPER NEGRO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,NEGRO,PCA921NEGRO01,FIBRO COPPER GALON,1
PCA925CONST01,ESMALTE AL AGUA CONSTRUCCION BLANCO,"Esmalte agua Satin de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Esmalte al Agua,,Color,BLANCO,PCA925CONST01,ESMALTE AL AGUA CONSTRUCCION GALON,0
PCA900OBRBAN1,LATEX OBRA BLANCO,"Latex de Aparejo y Terminacion, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Latex,,Color,BLANCO,PCA900OBRBAN1,LATEX OBRA GALON,0
PCA901CONST01,LATEX CONSTRUCCION BLANCO,"Latex Construccion, pintura base agua con resina acrilica, acabado mate, rinde 35 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena adherencia y facil aplicacion con brocha, rodillo o pistola, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para estucos, ladrillos, hormigon y tabiqueria con yeso-carton o fibrocemento.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Latex,,Color,BLANCO,PCA901CONST01,LATEX CONSTRUCCION GALON,0
PCA103MADPLU2,VITROPLUS INCOLORO,"Barniz Vitrificante para madera, formulado con resina uretanada y triple proteccion solar (filtro, absorbedor y estabilizador UV), acabado brillante, rinde 25 a 30 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad y radiacion UV, alta dureza, adherencia y flexibilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para proteger y embellecer madera expuesta a ambientes agresivos.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Barnices,,Color,INCOLORO,PCA103MADPLU2,VITROPLUS INCOLORO 1/4 GALON,0
PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,BLANCO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,0
PCA108GRIS002,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,GRIS,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,1
PCA108NEGRO02,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,NEGRO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,2
PCA108ROJO002,ESMALTE ANTICORROSIVO DOBLE ACCION ROJO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,ROJO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,3
PCA108VERDE02,ESMALTE ANTICORROSIVO DOBLE ACCION VERDE,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,VERDE,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,4
PCA922AREY002,ESMALTE SINTETICO AMARILLO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,AMARILLO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,1
PCA922AZPACI2,ESMALTE SINTETICO AZUL,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,AZUL,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,2
PCA922BERME02,ESMALTE SINTETICO BERMELLON,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,BERMELLON,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,3
PCA922BLAN002,ESMALTE SINTETICO BLANCO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,BLANCO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,0
PCA922CAFMO02,ESMALTE SINTETICO CAFE,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450,Pintura para Metales,,Color,CAFE,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,4
