Nombre Producto - Grupo,packaging_unitName,productId,name,variant_features_0_value,description,pricePerUnit,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet
ANTICORROSIVO ESTRUCTURAL,Galon,PCA106OCRE001,ANTICORROSIVO ESTRUCTURAL OCRE,OCRE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",16890,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ANTICORROSIVO ESTRUCTURAL,Galon,PCA106ROJO001,ANTICORROSIVO ESTRUCTURAL ROJO,ROJO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",16890,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ANTICORROSIVO ESTRUCTURAL,Galon,PCA106VERDE01,ANTICORROSIVO ESTRUCTURAL VERDE,VERDE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",16890,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA OPACO,Galon,PCA914BLAOIN1,ESMALTE AL AGUA OPACO BLANCO,BLANCO,"Esmalte agua Mate de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",13320,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
LATEX SUPER CUBRIENTE,Galon,PCAEXTRACUB01,LATEX SUPER CUBRIENTE BLANCO,BLANCO,"Latex Super Cubriente de Aparejo y Terminacion Premium, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.",12590,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921ARCHO01,FIBRO COPPER CHOCOLATE,CHOCOLATE,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921ARROB01,FIBRO COPPER ROBLE,ROBLE,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921AZULCA1,FIBRO COPPER AZUL CANADA,AZUL CANADA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921CANE001,FIBRO COPPER CANELA,CANELA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921CAOBA01,FIBRO COPPER CAOBA,CAOBA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921CASA001,FIBRO COPPER CASA MAQUINA,CASA MAQUINA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921CAST001,FIBRO COPPER CASTAÑO,CASTAÑO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921GRISOS1,FIBRO COPPER GRIS OSCURO,GRIS OSCURO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
FIBRO COPPER,Galon,PCA921NEGRO01,FIBRO COPPER NEGRO,NEGRO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",12290,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA CONSTRUCCION,Galon,PCA925CONST01,ESMALTE AL AGUA CONSTRUCCION BLANCO,BLANCO,"Esmalte agua Satin de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",12270,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
LATEX OBRA,Galon,PCA900OBRBAN1,LATEX OBRA BLANCO,BLANCO,"Latex de Aparejo y Terminacion, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada.",10870,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
LATEX CONSTRUCCION,Galon,PCA901CONST01,LATEX CONSTRUCCION BLANCO,BLANCO,"Latex Construccion, pintura base agua con resina acrilica, acabado mate, rinde 35 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena adherencia y facil aplicacion con brocha, rodillo o pistola, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para estucos, ladrillos, hormigon y tabiqueria con yeso-carton o fibrocemento.",8670,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
VITROPLUS,1/4 Galon,PCA103MADPLU2,VITROPLUS INCOLORO,INCOLORO,"Barniz Vitrificante para madera, formulado con resina uretanada y triple proteccion solar (filtro, absorbedor y estabilizador UV), acabado brillante, rinde 25 a 30 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad y radiacion UV, alta dureza, adherencia y flexibilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para proteger y embellecer madera expuesta a ambientes agresivos.",7490,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
Esmalte Anticorrosivo Doble Acción,1/4 Galon,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,BLANCO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",6990,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
Esmalte Anticorrosivo Doble Acción,1/4 Galon,PCA108GRIS002,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,GRIS,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",6990,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
Esmalte Anticorrosivo Doble Acción,1/4 Galon,PCA108NEGRO02,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,NEGRO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",6990,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
Esmalte Anticorrosivo Doble Acción,1/4 Galon,PCA108ROJO002,ESMALTE ANTICORROSIVO DOBLE ACCION ROJO,ROJO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",6990,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
Esmalte Anticorrosivo Doble Acción,1/4 Galon,PCA108VERDE02,ESMALTE ANTICORROSIVO DOBLE ACCION VERDE,VERDE,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon con un mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, dilucion con aguarras mineral maximo de 250 cc por galon, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",6990,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922AREY002,ESMALTE SINTETICO AMARILLO,AMARILLO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922AZPACI2,ESMALTE SINTETICO AZUL,AZUL,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922BERME02,ESMALTE SINTETICO BERMELLON,BERMELLON,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922BLAN002,ESMALTE SINTETICO BLANCO,BLANCO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922CAFMO02,ESMALTE SINTETICO CAFE,CAFE,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922GRIMA02,ESMALTE SINTETICO GRIS,GRIS,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922NARAN02,ESMALTE SINTETICO NARANJO,NARANJO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922NEGRO02,ESMALTE SINTETICO NEGRO,NEGRO,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE SINTETICO,1/4 Galon,PCA922VERESM2,ESMALTE SINTETICO VERDE,VERDE,"Esmalte Sintetico, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",6150,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113NEGRO02,STAIN  NEGRO,NEGRO,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLALE2,STAIN  ALERCE,ALERCE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLARB2,STAIN  ARBOLEDA,ARBOLEDA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLCAO2,STAIN  CAOBA,CAOBA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLCAS2,STAIN  CASTAÑO,CASTAÑO,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLENC2,STAIN  ENCINA,ENCINA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLNAT2,STAIN  NATURAL,NATURAL,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLNOG2,STAIN  NOGAL,NOGAL,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLORE2,STAIN  PINO OREGON,PINO OREGON,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
